Municipality,Cluster,Benefit_Type,Rate_2023,Rate_2024,Rate_2025,Cumulative_Change_Pct,Trend,Z_Score
הוד השרון,8.0,ניידות,5.349392187324824,,5.157942449866362,-3.578906364579036,→ יציבה,0.08156280601411904
הר אדר,9.0,ניידות,3.888213851761847,,4.126902244003095,,N/A,-1.383541290982906
הרצלייה,8.0,ניידות,4.699147119452125,,4.685256555580745,-0.29559755245541824,→ יציבה,-0.5471144684122965
זכרון יעקב,8.0,ניידות,5.405861981586282,,5.035496120191515,-6.851189739144771,↓ יורדת,-0.08129211674561798
זמר,3.0,ניידות,5.142779807822438,,5.017367811655731,-2.438603262304733,→ יציבה,-0.7089708933317228
זרזיר,2.0,ניידות,9.25925925925926,,9.235668789808917,-0.25477707006369527,→ יציבה,1.755793455701926
חדרה,6.0,ניידות,6.09299839657937,,6.3210037103622385,3.7420872112960275,→ יציבה,0.6771185158316279
חולון,7.0,ניידות,6.298955269510948,,6.497582856253723,3.153341756595709,→ יציבה,0.5395033347668288
חורה,1.0,ניידות,5.85480093676815,,5.898100895172759,0.7395632895507251,→ יציבה,0.7374295361201104
חורפיש,4.0,ניידות,6.870799103808813,,6.7114093959731544,-2.319813247738552,→ יציבה,0.7186974572048822
חיפה,7.0,ניידות,5.998195233292638,,6.068021953645465,1.1641288360415132,→ יציבה,0.13167635046946863
חצור הגלילית,4.0,ניידות,4.385572361943972,,4.193433261955746,-4.381163600343788,→ יציבה,-1.9787366615358961
חריש,3.0,ניידות,4.046896387549842,,4.126031507876969,1.9554520983186958,→ יציבה,-1.1814479485685494
חשמונאים,,ניידות,,,5.499838240051763,,N/A,
טבריה,4.0,ניידות,6.447763492185695,,6.5830425351315665,2.0980770015808052,→ יציבה,0.5811817971190607
טובא-זנגרייה,2.0,ניידות,8.07991773174673,,8.352534562211982,3.374005027230848,→ יציבה,1.24706830967314
טורעאן,3.0,ניידות,4.47561790247161,,4.424490858221095,-1.1423460484033068,→ יציבה,-1.0232414507958636
טייבה,3.0,ניידות,5.483988902987162,,5.805026816699969,5.8540948822477725,↑ עולה,-0.2914508106689151
טירה,4.0,ניידות,5.149369580856461,,5.361930294906166,4.127897807916744,→ יציבה,-0.7269599978314101
טירת כרמל,5.0,ניידות,6.561458999293381,,7.1412631109127425,8.836511996520919,↑ עולה,0.2109805759915462
טמרה,2.0,ניידות,7.023947790498314,,7.095629737139171,1.0205364387506597,→ יציבה,0.5230344417758992
יאנוח-ג'ת,3.0,ניידות,10.119994217146163,,11.672597864768683,15.34194204372139,↑ עולה,2.8188148415113146
יבנאל,3.0,ניידות,7.016005262003947,,7.60796598791676,8.437290221526059,↑ עולה,0.6642461431927003
יבנה,7.0,ניידות,5.40782523054884,,5.52168611740115,2.1054838497573622,→ יציבה,-0.38701726237147793
יהוד-מונוסון,,ניידות,6.8634400979570795,,7.226972092272947,5.2966440899524025,↑ עולה,
יפיע,3.0,ניידות,7.495568498354014,,7.54791935644056,0.6984241168370664,→ יציבה,0.6324167927034513
יקנעם עילית,7.0,ניידות,5.014063837593249,,4.944876783398184,-1.379859858909865,→ יציבה,-0.9346425461732631
ירוחם,3.0,ניידות,6.1639787216077,,6.52581776653887,5.870218916602525,↑ עולה,0.0906240402907835
ירושלים,2.0,ניידות,4.620627924812421,,4.721400478256606,2.180927680912021,→ יציבה,-0.8446286933258074
ירכא,3.0,ניידות,9.732923932564741,,9.771610291991905,0.397479315519211,→ יציבה,1.8111446651484437
כאבול,2.0,ניידות,6.901840490797546,,8.08201751103794,17.09945371548304,↑ עולה,1.0912382873941249
כאוכב אבו אל-היג'א,2.0,ניידות,5.21548174581389,,5.15743756786102,,N/A,-0.5934516636611695
כוכב יאיר,9.0,ניידות,5.705292150304937,,5.6467635679180175,-1.0258647733541864,→ יציבה,0.08619854640834207
כוכב יעקב,,ניידות,1.574493209998032,,,,N/A,
כסיפה,1.0,ניידות,5.249594349527537,,5.368887298107467,2.2724222223125916,→ יציבה,0.3242825882599576
כסרא-סמיע,3.0,ניידות,5.389411391736235,,5.214723926380368,-3.2413087934560227,→ יציבה,-0.6043569159555444
כעביה-טבאש-חג'אג'רה,2.0,ניידות,8.791924454575058,,9.243302522324925,5.134007577999403,↑ עולה,1.7601908299261337
כפר אדומים,,ניידות,3.433476394849785,,3.7313432835820897,,N/A,
כפר ברא,3.0,ניידות,4.1954590325765055,,4.270462633451958,,N/A,-1.1048883014332198
כפר ורדים,9.0,ניידות,7.089684509039348,,6.290438533429188,-11.273364485981304,↓ יורדת,0.7086466107530344
"כפר חב""ד",,ניידות,4.187855219862399,,4.2328042328042335,,N/A,
כפר יאסיף,5.0,ניידות,8.372530573847602,,8.694830356299027,3.8494906600659027,→ יציבה,1.1706877663094066
כפר יונה,7.0,ניידות,5.544080878356343,,5.685429761988841,2.5495458441869525,→ יציבה,-0.23155833590824582
כפר כמא,5.0,ניידות,8.185153824442564,,9.068425391591097,,N/A,1.401473940967527
כפר כנא,2.0,ניידות,6.865929367265551,,6.8736762178795505,0.11283032783491916,→ יציבה,0.39517920418172553
כפר מנדא,2.0,ניידות,6.350801845844565,,6.130099228224918,-3.47519294377066,→ יציבה,-0.03315467851129622
כפר מצר,,ניידות,5.784526391901663,,6.360424028268551,,N/A,
כפר סבא,8.0,ניידות,5.7460890493381465,,5.686474891481418,-1.037473616312907,→ יציבה,0.7845165832633215
כפר קאסם,3.0,ניידות,5.795981452859351,,5.3967545034985855,-6.8879956329710765,↓ יורדת,-0.5078666566950816
כפר קרע,4.0,ניידות,6.321050568404547,,6.483672503549456,2.5727042266955795,→ יציבה,0.4747295913381139
כפר תבור,8.0,ניידות,7.2687224669603525,,6.8644818423383525,-5.561371017526909,↓ יורדת,2.351278375974266
כרמיאל,6.0,ניידות,5.618441708667272,,5.763871294654168,2.5884327635285236,→ יציבה,0.18937057121346
להבים,9.0,ניידות,5.251520176893312,,5.876725433921006,11.905224315401044,↑ עולה,0.3085768056792781
לוד,3.0,ניידות,4.584836715464344,,4.931714719271623,7.565765704093303,↑ עולה,-0.7543736450091817
לקיה,1.0,ניידות,5.115961800818554,,5.754341912534003,12.47820325033131,↑ עולה,0.6251996440046306
מבשרת ציון,8.0,ניידות,5.697566984909146,,6.31185807656396,10.781638781638804,↑ עולה,1.6162828809735634
מג'ד אל-כרום,2.0,ניידות,5.115900036218761,,5.549646210054108,8.478394236880662,↑ עולה,-0.36752179644681116
מג'דל שמס,3.0,ניידות,6.284435261707989,,6.221767663854087,-0.9971874200971543,→ יציבה,-0.07054598784779638
מגאר,2.0,ניידות,8.104125736738704,,8.441688337667534,4.165317912067264,→ יציבה,1.2984249053302426
מגדל,5.0,ניידות,,,7.469654528478058,,N/A,0.41384247695660276
מגדל העמק,4.0,ניידות,6.506453982579494,,6.1736863767320616,-5.114423413097068,↓ יורדת,0.14265052850782103
מודיעין עילית,1.0,ניידות,2.3241954707985695,,2.6228242480669444,12.848694570675208,↑ עולה,-1.8195163882727816
מודיעין-מכבים-רעות,8.0,ניידות,4.321209938782859,,4.264246682279469,-1.3182246942492775,→ יציבה,-1.1070620844791421
מוקייבלה,,ניידות,8.55277965338735,,8.708904855214456,1.8254322939942895,→ יציבה,
מזכרת בתיה,8.0,ניידות,4.612316130640738,,4.195200197421186,-9.043524368343911,↓ יורדת,-1.1988946448203681
מזרעה,4.0,ניידות,7.045675413022352,,6.1875297477391715,,N/A,0.15748052660370734
מייסר,,ניידות,8.280565026790063,,7.670182166826462,,N/A,
מיתר,8.0,ניידות,4.424402280268867,,4.222972972972973,-4.55268970893971,→ יציבה,-1.1619565575022732
מסעדה,2.0,ניידות,7.194244604316547,,6.679389312977099,-7.156488549618333,↓ יורדת,0.283261184271064
מעיליא,7.0,ניידות,6.679389312977099,,6.353240152477763,,N/A,0.4024637456681886
מעלה אדומים,6.0,ניידות,4.81075908994259,,5.142903061634478,6.904190492229613,↑ עולה,-0.35426316968743127
מעלה עירון,2.0,ניידות,6.232294617563739,,6.317579880937918,1.3684408168674973,→ יציבה,0.07484263316409598
מעלות-תרשיחא,5.0,ניידות,5.417395384549759,,5.424648245465333,0.1338809594045634,→ יציבה,-0.849448339634039
מצפה רמון,3.0,ניידות,4.9347902714134655,,5.738132498695879,,N/A,-0.32690996368294206
משהד,2.0,ניידות,6.368702376890708,,7.535460992907801,18.320193768996965,↑ עולה,0.7763970822748043
נאעורה,,ניידות,6.664550936210727,,7.2900158478605395,,N/A,
נהרייה,6.0,ניידות,6.053196564885496,,6.076088211522919,0.37817451311950406,→ יציבה,0.46270444155416696
נוף הגליל,5.0,ניידות,6.813149378300119,,6.950114090728297,2.0102995666645773,→ יציבה,0.09289937310958588
נחף,2.0,ניידות,7.610783128245252,,7.485963817841547,-1.6400324158557835,→ יציבה,0.7478844770255323
נס ציונה,8.0,ניידות,5.176687358792691,,5.278501700605151,1.966785605461122,→ יציבה,0.24190789368782759
נצרת,3.0,ניידות,6.321651656924968,,6.687682666904905,5.790116726519937,↑ עולה,0.17642493401285633
נשר,7.0,ניידות,6.914629186062277,,7.223187345707233,4.4623963388653145,→ יציבה,1.2283953846010727
נתיבות,3.0,ניידות,4.8864445675397645,,5.033557046979865,3.0106241339021125,→ יציבה,-0.7003893487451786
נתניה,6.0,ניידות,5.8351891123694495,,5.762023188202739,-1.2538740863019042,→ יציבה,0.18775262528587583
סאג'ור,3.0,ניידות,5.716798592788039,,5.390254420008625,,N/A,-0.5113122027736047
סביון,10.0,ניידות,4.24929178470255,,4.083593562334855,,N/A,
סולם,,ניידות,7.550886408404464,,8.067118425298483,,N/A,
סח'נין,3.0,ניידות,6.343336651969848,,6.869316127596852,8.291842361285797,↑ עולה,0.27270469090863914
סלמה,,ניידות,7.466814159292036,,9.31098696461825,,N/A,
עוזייר,,ניידות,9.269662921348315,,8.960086885691013,-3.3396687483030236,→ יציבה,
עומר,9.0,ניידות,8.232388568740443,,7.2063415805909194,-12.463539343193434,↓ יורדת,1.594345308667256
עיילבון,5.0,ניידות,10.20049243756595,,10.860045542126468,6.465894745743279,↑ עולה,2.508236938123557
עילוט,2.0,ניידות,7.772596047079724,,7.1067083019274255,-8.567121475488003,↓ יורדת,0.5294161947570174
עין מאהל,2.0,ניידות,7.096683530073075,,7.063987380838077,-0.46072435238860826,→ יציבה,0.5048070174196146
עין נקובא,,ניידות,5.199781061850027,,4.81500253421186,,N/A,
עכו,4.0,ניידות,5.9691075725016995,,5.9530432847446315,-0.2691237770797178,→ יציבה,-0.09371795662224454
עמנואל,2.0,ניידות,2.840371141829199,,3.4090909090909087,,N/A,-1.600578192673588
עספיא,4.0,ניידות,5.085529357374018,,5.667729365922777,11.448169259008784,↑ עולה,-0.3993664053046363
עפולה,5.0,ניידות,7.37400110768257,,7.202240697105766,-2.329270203090377,→ יציבה,0.24864912757273042
עראבה,2.0,ניידות,7.867164557879853,,7.603491974091805,-3.3515580085832823,→ יציבה,0.8155859957557005
ערד,4.0,ניידות,4.901185770750988,,5.17464424320828,5.579434962233452,↑ עולה,-0.927594062225062
ערערה,3.0,ניידות,7.900999524036172,,7.913602085466903,0.15950591304798156,→ יציבה,0.8262568710541899
ערערה-בנגב,1.0,ניידות,3.8622925805836354,,4.741456432277689,22.762746046577387,↑ עולה,-0.1655407054881884
עתלית,,ניידות,4.988009592326139,,5.363368195226602,7.52521814468717,↑ עולה,
פוריידיס,2.0,ניידות,5.541378053226394,,5.590997061142571,0.895427228382061,→ יציבה,-0.34370184122252606
פסוטה,4.0,ניידות,5.278592375366569,,5.29723366686286,,N/A,-0.7962676014634817
פקיעין (בוקייעה),5.0,ניידות,6.91471847217649,,6.7840413503472785,-1.8898400904538766,→ יציבה,-0.009691102798539741
פרדס חנה-כרכור,,ניידות,4.922644163150492,,4.6716899892357375,-5.097954790096875,↓ יורדת,
פרדסייה,8.0,ניידות,5.953151287692506,,5.41795665634675,-8.990106340018832,↓ יורדת,0.4273844702913791
פתח תקווה,7.0,ניידות,5.617339768808302,,5.657758264382248,0.7195309031933599,→ יציבה,-0.2578297757701275
צור הדסה,,ניידות,4.212215424731722,,3.0818172780594493,-26.836190286831506,↓ יורדת,
צור יצחק,,ניידות,2.4279210925644916,,2.880658436213992,,N/A,
צפת,2.0,ניידות,4.071557625264015,,4.0104219883518955,-1.5015294523347287,→ יציבה,-1.25418436991224
קדומים,5.0,ניידות,3.6533387456870305,,4.152823920265781,,N/A,-1.635110468737232
קדימה-צורן,8.0,ניידות,4.534434766992907,,4.7590719809637125,4.954029013847259,→ יציבה,-0.4489391663747239
קיסריה,,ניידות,5.789909015715467,,6.092540754157747,5.226882453953103,↑ עולה,
קלנסווה,2.0,ניידות,5.520082389289392,,5.391589120971284,-2.3277418570313952,→ יציבה,-0.4585698084158849
קצרין,5.0,ניידות,4.795013186286262,,5.396527451900516,12.54458000938527,↑ עולה,-0.8668197973947159
קריית אונו,8.0,ניידות,4.824174747771575,,4.881592988670164,1.1902189265658838,→ יציבה,-0.28598492103748707
קריית ארבע,3.0,ניידות,3.1758130081300813,,3.010536879076769,,N/A,-1.772746221861851
קריית אתא,6.0,ניידות,7.156278081856057,,7.048856985805283,-1.5010749278053932,→ יציבה,1.3143259894440875
קריית ביאליק,7.0,ניידות,7.261109497531223,,7.12835356633689,-1.8283146844083502,→ יציבה,1.1383597830942966
קריית גת,4.0,ניידות,4.913457827390672,,5.091566067175823,3.624906248146987,→ יציבה,-1.016593280098964
קריית טבעון,8.0,ניידות,5.50448303257292,,5.059203444564047,-8.08939886586841,↓ יורדת,-0.04976112280091451
קריית ים,5.0,ניידות,7.15042372881356,,7.491448667919256,4.769296926159663,→ יציבה,0.4273056806837817
קריית יערים,2.0,ניידות,2.3749443372420957,,3.342152903495335,,N/A,-1.6391375029203943
קריית מוצקין,7.0,ניידות,7.306194118715562,,7.5279068843602275,3.0345862981757525,→ יציבה,1.5176974364190088
קריית מלאכי,3.0,ניידות,6.077024454532142,,5.439520206422817,-10.490401229731518,↓ יורדת,-0.4851975324856078
קריית עקרון,6.0,ניידות,7.133826982120282,,7.480605836719616,4.861049412446866,→ יציבה,1.6923054583950823
קריית שמונה,5.0,ניידות,7.0927903871829105,,7.550652292461932,6.4553142033691735,↑ עולה,0.4638783777042818
קרני שומרון,6.0,ניידות,3.8093377612815003,,4.281857954016569,12.404260854414455,↑ עולה,-1.1080749559400984
ראמה,4.0,ניידות,4.606117869375222,,4.966887417218543,7.832399388690773,↑ עולה,-1.1501578678366258
ראש העין,7.0,ניידות,5.401396526874047,,5.267836135003007,-2.472701109917128,→ יציבה,-0.6280235368177
ראש פינה,7.0,ניידות,8.450704225352112,,7.82472613458529,,N/A,1.7994989201333778
ראשון לציון,7.0,ניידות,6.0631642064237194,,6.133841357268876,1.165680961935298,→ יציבה,0.19416557778275204
רהט,1.0,ניידות,5.405757457340107,,5.699088145896656,5.426264327828028,↑ עולה,0.5820640836740055
רחובות,7.0,ניידות,5.463149129754869,,5.552744413965751,1.6399933826244024,→ יציבה,-0.3575303808875138
ריינה,2.0,ניידות,7.0479962721342035,,6.895362868470953,-2.165628325694776,→ יציבה,0.4076716930290969
רכסים,2.0,ניידות,3.1957760177851884,,3.5416803305568307,10.823797126163088,↑ עולה,-1.5242007058892024
רמלה,4.0,ניידות,5.935119193905137,,5.941119051349104,0.10109076579504611,→ יציבה,-0.10649203877750511
רמת גן,8.0,ניידות,5.239001878727509,,5.05182846939957,-3.5726921589385134,→ יציבה,-0.059569918327535755
רמת השרון,9.0,ניידות,4.599655570815076,,4.677248218964509,1.686923008795704,→ יציבה,-0.851344444454035
רמת ישי,8.0,ניידות,6.250797295573415,,6.704617330803289,7.260194400340773,↑ עולה,2.1386568727638364
רעננה,8.0,ניידות,5.230201684343373,,5.3334603204838205,1.97427637350109,→ יציבה,0.31500344354293264
שבלי - אום אל-גנם,3.0,ניידות,6.3571850975754,,6.828417841057679,7.41260064398636,↑ עולה,0.25102544155422624
שגב-שלום,1.0,ניידות,5.511566526936811,,5.885308260963181,6.781043686940425,↑ עולה,0.7274425709172369
שדרות,5.0,ניידות,4.65451487943305,,4.524527702809969,-2.7927115927259374,→ יציבה,-1.4054926045376643
שוהם,9.0,ניידות,4.930120895138471,,5.07895860008536,3.0189463526879368,→ יציבה,-0.46288153607096383
שייח' דנון,,ניידות,5.876253024541998,,6.012024048096192,,N/A,
שלומי,6.0,ניידות,6.269191402251791,,5.710659898477157,-8.909147415311303,↓ יורדת,0.1427860459123882
שעב,2.0,ניידות,5.678884873515746,,6.015037593984963,5.919343814080666,↑ עולה,-0.09943536931897609
שער שומרון,,ניידות,28.43601895734597,,4.286520022560632,-84.92573792066177,↓ יורדת,
שפרעם,3.0,ניידות,7.13769214620606,,7.070220140945297,-0.9452916135732572,→ יציבה,0.37919932846543525
תל אביב -יפו,8.0,ניידות,4.116965382638169,,4.08115772144698,-0.8697586174077411,→ יציבה,-1.3505723526408224
תל מונד,8.0,ניידות,5.146856986000548,,5.263504177906441,2.2663771739368865,→ יציבה,0.22196102874568002
תל שבע,1.0,ניידות,5.335365853658537,,5.6621958075656575,6.125727136087742,↑ עולה,0.5532629397400644
אבו גוש,3.0,הבטחת_הכנסה,21.791767554479417,17.15197447147986,14.87279843444227,-31.7503805175038,↓ יורדת,0.6256608981561499
אבו סנאן,3.0,הבטחת_הכנסה,24.477080551846907,19.92420140768814,16.19950975167857,-33.817639250869554,↓ יורדת,0.9353093847283274
אבו תלול,,הבטחת_הכנסה,89.2018779342723,67.23404255319149,57.76736924277908,-35.23973869098977,↓ יורדת,
אבטין,,הבטחת_הכנסה,16.319639842431062,14.62317210348706,10.497237569060774,,N/A,
אום אל-פחם,2.0,הבטחת_הכנסה,28.810434495473434,22.16328850161015,18.725099601593623,-35.00584101036162,↓ יורדת,1.3706378263655605
אום בטין,,הבטחת_הכנסה,69.71294669009959,56.28415300546448,51.70682730923694,-25.828946036245824,↓ יורדת,
אופקים,3.0,הבטחת_הכנסה,20.583702083229753,13.60128012048193,11.213601012841382,-45.521942712251516,↓ יורדת,-0.22837941110106
אור יהודה,6.0,הבטחת_הכנסה,9.047099472631388,7.76804263390841,7.126731884378735,-21.226334407640877,↓ יורדת,-0.5013411392695097
אור עקיבא,5.0,הבטחת_הכנסה,14.933716658680723,10.53496712492528,7.883127214869457,-47.21255669272977,↓ יורדת,-1.0288445759330223
אזור,7.0,הבטחת_הכנסה,7.279474735940622,6.284712072493424,4.141399201301582,-43.10854352094336,↓ יורדת,-0.4872530954932992
אילת,6.0,הבטחת_הכנסה,13.391425211162193,10.24730154392677,8.456717479952927,-36.84975761277467,↓ יורדת,-0.18420055758783402
אכסאל,3.0,הבטחת_הכנסה,15.936254980079681,13.1660152232051,10.516735767013854,-34.00748306198806,↓ יורדת,-0.3910246421410313
אל סייד,,הבטחת_הכנסה,41.41501294219154,36.80501174628034,24.045261669024047,-41.94071192833568,↓ יורדת,
אליכין,6.0,הבטחת_הכנסה,10.49618320610687,8.78048780487805,9.290953545232274,,N/A,0.014726492361381658
אלעד,2.0,הבטחת_הכנסה,3.8139817102240716,3.049684442373671,2.520973674422449,-33.90178910233049,↓ יורדת,-1.6811548111992447
אעבלין,3.0,הבטחת_הכנסה,15.296604899888074,13.01571709233792,11.260443152924083,-26.385997241737762,↓ יורדת,-0.2174466651479878
אפרת,6.0,הבטחת_הכנסה,2.4752475247524752,,3.3081285444234405,,N/A,-1.4119029442055815
אריאל,6.0,הבטחת_הכנסה,2.639483025393647,2.274381368267831,2.330375548982701,,N/A,-1.6450522014208107
אשדוד,5.0,הבטחת_הכנסה,14.18920554977118,12.14902362126739,10.43775513590654,-26.43876290822454,↓ יורדת,-0.48932996147186797
אשקלון,5.0,הבטחת_הכנסה,21.172619395569065,16.86510177800872,15.218721321505047,-28.12074388542605,↓ יורדת,0.5203674222973713
באקה אל-גרביה,3.0,הבטחת_הכנסה,11.864786209984329,11.14663824495959,9.511647364481043,-19.832964571439966,↓ יורדת,-0.6256077791597537
באר יעקב,7.0,הבטחת_הכנסה,3.2059502436522185,2.715036681878574,2.3231256599788805,-27.537064413938754,↓ יורדת,-1.0766088970413483
באר שבע,5.0,הבטחת_הכנסה,25.25117809193563,21.34880843859878,19.00137232133432,-24.750551233082017,↓ יורדת,1.319229549736072
בועיינה-נוג'ידאת,2.0,הבטחת_הכנסה,12.667660208643815,10.52785494955403,9.648617511520737,-23.83267823258336,↓ יורדת,-0.33877503193779895
בוקעאתא,2.0,הבטחת_הכנסה,21.51019493614161,20.29560997132142,15.444855340439416,-28.197511057936342,↓ יורדת,0.7528553350052126
ביר אל-מכסור,2.0,הבטחת_הכנסה,18.4218606079214,17.80104712041885,12.483477750036716,-32.23552161355069,↓ יורדת,0.1951263733778402
ביר הדאג',,הבטחת_הכנסה,71.12201103617413,63.15789473684211,53.13736574335783,-25.287031441882224,↓ יורדת,
בית ג'ן,3.0,הבטחת_הכנסה,14.67404378157325,12.44019138755981,9.122141926312048,-37.8348459218374,↓ יורדת,-0.7165166060264053
בית דגן,7.0,הבטחת_הכנסה,5.303204980401199,3.941571991653142,4.413472706155633,,N/A,-0.39906609013402805
בית שאן,5.0,הבטחת_הכנסה,26.49625935162095,20.78633580406058,17.999506862825676,-32.067743510653216,↓ יורדת,1.1076445074925005
בית שמש,2.0,הבטחת_הכנסה,7.645513618139085,6.524819007759596,6.061878071063483,-20.713265663648876,↓ יורדת,-1.0142810769072756
ביתר עילית,1.0,הבטחת_הכנסה,9.467332501040365,7.256942143283187,7.119035402770652,-24.804210668756582,↓ יורדת,-1.2902469041920317
בני ברק,2.0,הבטחת_הכנסה,4.970199426674091,4.130082295713893,3.3986823876491288,-31.618792408830448,↓ יורדת,-1.5158521592086065
"בני עי""ש",5.0,הבטחת_הכנסה,8.333333333333334,7.8125,7.765314926660914,-6.816220880069035,↓ יורדת,-1.0537254796169586
בנימינה-גבעת עדה,8.0,הבטחת_הכנסה,3.2554354144866875,2.304412950800784,2.1186440677966103,,N/A,-0.1389974223362837
"בסמ""ה",2.0,הבטחת_הכנסה,16.126601356443103,12.01817382383116,9.714285714285714,-39.762349799732974,↓ יורדת,-0.32640745724595904
בסמת טבעון,2.0,הבטחת_הכנסה,13.096168881939015,12.9518654552484,11.337432744043044,-13.4293941514564,↓ יורדת,-0.02071320521644777
בענה,2.0,הבטחת_הכנסה,26.115023474178404,23.52297592997812,18.275418275418275,-30.01952192963429,↓ יורדת,1.2859474106874667
בת ים,5.0,הבטחת_הכנסה,13.24766886513532,11.4059013141582,9.968196006831969,-24.755093833407447,↓ יורדת,-0.588496658274641
ג'דיידה-מכר,,הבטחת_הכנסה,33.07962529274005,29.36900261703984,24.67888584211286,-25.39550970207299,↓ יורדת,
ג'ולס,4.0,הבטחת_הכנסה,11.003817651021782,7.957559681697613,7.00218818380744,-36.365828607154015,↓ יורדת,-0.6968127842926815
ג'לג'וליה,2.0,הבטחת_הכנסה,6.5676309616888195,6.908197727970524,6.3444108761329305,-3.398791540785501,→ יציבה,-0.9610704601633219
ג'סר א-זרקא,2.0,הבטחת_הכנסה,6.873977086743044,4.737805534618284,4.680851063829787,-31.9047619047619,↓ יורדת,-1.2743758251150066
ג'ת,4.0,הבטחת_הכנסה,10.812003530450133,8.781099728204056,6.4295760498292145,-40.53298233096735,↓ יורדת,-0.766705538085269
גבע בנימין,,הבטחת_הכנסה,13.742409715564078,11.21495327102804,13.006654567453115,-5.353901996370238,↓ יורדת,
גבעת זאב,5.0,הבטחת_הכנסה,5.776515151515151,4.557885141294439,4.32441973347454,-25.13791412214567,↓ יורדת,-1.780411831185351
גבעת שמואל,8.0,הבטחת_הכנסה,2.4436959249719306,1.790281329923274,1.6015769372921032,-34.46087457421694,↓ יורדת,-0.5882042460172069
גבעתיים,8.0,הבטחת_הכנסה,1.9883710420871872,1.594896331738437,1.6494359518129067,-17.04586735071847,↓ יורדת,-0.5466262871235271
גדרה,7.0,הבטחת_הכנסה,5.635528330781011,3.874351791142636,3.8403351565227513,-31.854922358441407,↓ יורדת,-0.5848367854032627
גן יבנה,7.0,הבטחת_הכנסה,5.036566855250449,3.855870230022604,3.537659998713578,-29.76048764198,↓ יורדת,-0.6829426843152288
גני תקווה,8.0,הבטחת_הכנסה,2.4997916840263312,2.098974731573424,1.9207683073229294,-23.16286514605842,↓ יורדת,-0.31090380857108724
דאלית אל-כרמל,4.0,הבטחת_הכנסה,9.20974450386215,6.676062606631556,5.359535506922733,-41.80581768934864,↓ יורדת,-0.8973141573854903
דבורייה,3.0,הבטחת_הכנסה,11.04417670682731,7.796994612985539,6.696428571428571,-39.36688311688312,↓ יורדת,-1.2826672519425486
דייר אל-אסד,3.0,הבטחת_הכנסה,16.328939602596893,12.89588469561919,10.31497513354209,-36.83009806771755,↓ יורדת,-0.43811467144335026
דייר חנא,3.0,הבטחת_הכנסה,21.930437211901104,19.75138121546961,14.6374829001368,-33.254942622879405,↓ יורדת,0.5707393051027347
דימונה,4.0,הבטחת_הכנסה,46.64419756168601,38.9103442548067,33.9290873818467,-27.259789737027496,↓ יורדת,2.5898712106328365
הוד השרון,8.0,הבטחת_הכנסה,2.331885621010289,1.741762320826909,1.6386958241509861,-29.726577951065142,↓ יורדת,-0.5559568717774609
הרצלייה,8.0,הבטחת_הכנסה,2.5388535262862013,2.306109416022139,2.0222799463049808,-20.346726372074603,↓ יורדת,-0.22271463887994902
זכרון יעקב,8.0,הבטחת_הכנסה,2.3986207930439996,2.163210502759958,1.5477594339622642,-35.472941848466974,↓ יורדת,-0.6349586968476948
זמר,3.0,הבטחת_הכנסה,12.093023255813954,10.29277218664227,9.764758100310697,-19.25296186281539,↓ יורדת,-0.5665328656751171
זרזיר,2.0,הבטחת_הכנסה,10.612991765782251,8.968609865470851,5.994358251057828,-43.51867613442926,↓ יורדת,-1.0269973746273175
חדרה,6.0,הבטחת_הכנסה,12.911827655169994,10.64626857869701,9.285341679707878,-28.08654260506678,↓ יורדת,0.013388319750604095
חולון,7.0,הבטחת_הכנסה,7.625576491657119,6.316405107710303,5.601608868396528,-26.541830974680337,↓ יורדת,-0.013956300912588994
חורה,1.0,הבטחת_הכנסה,50.39985121815139,42.57028112449799,37.486028716361446,-25.622739332887278,↓ יורדת,0.24557939463165485
חורפיש,4.0,הבטחת_הכנסה,8.474576271186441,9.49293818013429,7.52222475495783,-11.23774789149761,↓ יורדת,-0.6333373776888497
חיפה,7.0,הבטחת_הכנסה,15.754396908955497,13.6462530736254,11.862480465975281,-24.70368409194946,↓ יורדת,2.015375873220154
חצור הגלילית,4.0,הבטחת_הכנסה,14.024787997390737,14.7742363877822,12.468827930174564,-11.094357130429735,↓ יורדת,-0.029557441289175323
חריש,3.0,הבטחת_הכנסה,10.745891276864727,6.202316263241671,6.361787558012202,-40.7979534307335,↓ יורדת,-1.3607709675008162
טבריה,4.0,הבטחת_הכנסה,24.99646443218781,19.73238180196254,16.16248301508975,-35.34092367768055,↓ יורדת,0.4212882710626573
טובא-זנגרייה,2.0,הבטחת_הכנסה,19.760917296901685,16.33522727272727,8.196721311475411,-58.52054240032382,↓ יורדת,-0.6122168796327064
טורעאן,3.0,הבטחת_הכנסה,17.58682101513802,15.95454048737843,12.953645219997858,-26.344589457936223,↓ יורדת,0.17773912298748423
טייבה,3.0,הבטחת_הכנסה,12.062256809338521,9.397322976628061,8.354361317602129,-30.73964972181461,↓ יורדת,-0.8957131655324609
טירה,4.0,הבטחת_הכנסה,5.522827687776141,4.397325462321547,3.920171062009979,-29.01876930387265,↓ יורדת,-1.073002269453889
טירת כרמל,5.0,הבטחת_הכנסה,19.468813844489844,15.75898030127462,13.53055842219929,-30.501372449925746,↓ יורדת,0.1638424864089293
